"","full_name","player_team","season","games_played","fantasy_position","player_fpoint_season","player_fpoint_per_game","player_share_season","player_share_pergame","player_share_pergame_perc","team_fp_season","team_fp_pergame"
"3292","Lachie Ash","Greater Western Sydney",2022,21,"Mid",1367,65.1,0.04,0.0419,4.19,34173,1553.32
"3293","Lachie Fogarty","Carlton",2021,17,"Forward",1075,63.24,0.0328,0.0425,4.25,32754,1488.82
"3294","Lachie Fogarty","Carlton",2022,3,NA,94,31.33,0.0027,0.0198,1.98,34762,1580.09
"3295","Lachie Fogarty","Geelong",2018,15,"Forward",866,57.73,0.0246,0.0361,3.61,35160,1598.18
"3296","Lachie Fogarty","Geelong",2019,2,NA,98,49,0.0028,0.031,3.1,34798,1581.73
"3297","Lachie Fogarty","Geelong",2020,6,"Mid",349,58.17,0.0162,0.0459,4.59,21562,1268.35
"3298","Lachie Henderson","Carlton",2014,17,"Forward",1093,64.29,0.0328,0.0424,4.24,33333,1515.14
"3299","Lachie Henderson","Carlton",2015,16,"Forward",975,60.94,0.031,0.0427,4.27,31425,1428.41
"3300","Lachie Henderson","Geelong",2016,18,"Back",1242,69,0.0343,0.0419,4.19,36253,1647.86
"3301","Lachie Henderson","Geelong",2017,19,"Back",1334,70.21,0.0376,0.0435,4.35,35524,1614.73
"3302","Lachie Henderson","Geelong",2018,6,"Back",403,67.17,0.0115,0.042,4.2,35160,1598.18
"3303","Lachie Henderson","Geelong",2019,5,"Back",280,56,0.008,0.0354,3.54,34798,1581.73
"3304","Lachie Henderson","Geelong",2020,10,"Back",556,55.6,0.0258,0.0438,4.38,21562,1268.35
"3305","Lachie Henderson","Geelong",2021,18,"Back",1282,71.22,0.0359,0.0438,4.38,35744,1624.73
"3306","Lachie Hunter","Western Bulldogs",2014,14,"Forward",880,62.86,0.0267,0.042,4.2,32958,1498.09
"3307","Lachie Hunter","Western Bulldogs",2015,12,"Forward",939,78.25,0.0272,0.0499,4.99,34509,1568.59
"3308","Lachie Hunter","Western Bulldogs",2016,22,"Mid",2276,103.45,0.0618,0.0618,6.18,36856,1675.27
"3309","Lachie Hunter","Western Bulldogs",2017,22,"Mid",1980,90,0.056,0.056,5.6,35384,1608.36
"3310","Lachie Hunter","Western Bulldogs",2018,21,"Mid",2214,105.43,0.0643,0.0674,6.74,34417,1564.41
"3311","Lachie Hunter","Western Bulldogs",2019,22,"Mid",2170,98.64,0.0608,0.0608,6.08,35690,1622.27
"3312","Lachie Hunter","Western Bulldogs",2020,8,"Forward",787,98.38,0.0396,0.0842,8.42,19868,1168.71
"3313","Lachie Hunter","Western Bulldogs",2021,21,"Mid",1790,85.24,0.0526,0.0551,5.51,34008,1545.82
"3314","Lachie Hunter","Western Bulldogs",2022,9,"Mid",686,76.22,0.0199,0.0487,4.87,34448,1565.82
"3315","Lachie Jones","Port Adelaide",2021,6,NA,303,50.5,0.0086,0.0315,3.15,35270,1603.18
"3316","Lachie Jones","Port Adelaide",2022,14,"Back",567,40.5,0.0163,0.0256,2.56,34795,1581.59
"3317","Lachie Neale","Brisbane Lions",2019,22,"Mid",2304,104.73,0.0675,0.0675,6.75,34135,1551.59
"3318","Lachie Neale","Brisbane Lions",2020,16,"Mid",1558,97.38,0.0776,0.0825,8.25,20068,1180.47
"3319","Lachie Neale","Brisbane Lions",2021,15,"Mid",1417,94.47,0.0419,0.0615,6.15,33794,1536.09
"3320","Lachie Neale","Brisbane Lions",2022,22,"Mid",2354,107,0.0697,0.0697,6.97,33756,1534.36
"3321","Lachie Neale","Fremantle",2014,21,"Forward",1728,82.29,0.0499,0.0523,5.23,34640,1574.55
"3322","Lachie Neale","Fremantle",2015,22,"Mid",2236,101.64,0.0635,0.0635,6.35,35189,1599.5
"3323","Lachie Neale","Fremantle",2016,22,"Mid",2445,111.14,0.0714,0.0714,7.14,34256,1557.09
"3324","Lachie Neale","Fremantle",2017,21,"Mid",2106,100.29,0.0627,0.0657,6.57,33570,1525.91
"3325","Lachie Neale","Fremantle",2018,22,"Mid",2205,100.23,0.0664,0.0664,6.64,33225,1510.23
"3326","Lachie Plowman","Carlton",2016,19,"Back",937,49.32,0.0275,0.0318,3.18,34113,1550.59
"3327","Lachie Plowman","Carlton",2017,21,"Back",1252,59.62,0.0354,0.0371,3.71,35386,1608.45
"3328","Lachie Plowman","Carlton",2018,13,"Back",629,48.38,0.0195,0.0331,3.31,32174,1462.45
"3329","Lachie Plowman","Carlton",2019,21,"Back",1301,61.95,0.039,0.0409,4.09,33344,1515.64
"3330","Lachie Plowman","Carlton",2020,15,"Back",686,45.73,0.0351,0.0398,3.98,19538,1149.29
"3331","Lachie Plowman","Carlton",2021,19,"Back",914,48.11,0.0279,0.0323,3.23,32754,1488.82
"3332","Lachie Plowman","Carlton",2022,15,"Back",688,45.87,0.0198,0.029,2.9,34762,1580.09
"3333","Lachie Plowman","Greater Western Sydney",2014,12,"Back",518,43.17,0.0154,0.0282,2.82,33707,1532.14
"3334","Lachie Plowman","Greater Western Sydney",2015,2,"Back",114,57,0.0033,0.0366,3.66,34301,1559.14
"3335","Lachie Schultz","Fremantle",2019,7,"Forward",332,47.43,0.0099,0.031,3.1,33617,1528.05
"3336","Lachie Schultz","Fremantle",2020,16,"Forward",812,50.75,0.0408,0.0433,4.33,19922,1171.88
"3337","Lachie Schultz","Fremantle",2021,20,"Forward",1159,57.95,0.0363,0.0399,3.99,31927,1451.23
"3338","Lachie Schultz","Fremantle",2022,21,"Forward",1359,64.71,0.0392,0.041,4.1,34709,1577.68
"3339","Lachie Weller","Fremantle",2015,3,"Mid",120,40,0.0034,0.025,2.5,35189,1599.5
"3340","Lachie Weller","Fremantle",2016,22,"Mid",1379,62.68,0.0403,0.0403,4.03,34256,1557.09
"3341","Lachie Weller","Fremantle",2017,22,"Back",1627,73.95,0.0485,0.0485,4.85,33570,1525.91
"3342","Lachie Weller","Gold Coast",2018,22,"Mid",1646,74.82,0.0517,0.0517,5.17,31845,1447.5
"3343","Lachie Weller","Gold Coast",2019,17,"Back",1403,82.53,0.0427,0.0552,5.52,32877,1494.41
"3344","Lachie Weller","Gold Coast",2020,16,"Mid",1039,64.94,0.054,0.0574,5.74,19228,1131.06
"3345","Lachie Weller","Gold Coast",2021,13,"Mid",1038,79.85,0.0304,0.0514,5.14,34178,1553.55
"3346","Lachie Weller","Gold Coast",2022,11,"Back",842,76.55,0.0266,0.0533,5.33,31621,1437.32
"3347","Lachie Whitfield","Greater Western Sydney",2014,11,"Forward",871,79.18,0.0258,0.0517,5.17,33707,1532.14
"3348","Lachie Whitfield","Greater Western Sydney",2015,21,"Forward",1748,83.24,0.051,0.0534,5.34,34301,1559.14
"3349","Lachie Whitfield","Greater Western Sydney",2016,19,"Mid",1586,83.47,0.0433,0.0501,5.01,36633,1665.14
"3350","Lachie Whitfield","Greater Western Sydney",2017,15,"Mid",1469,97.93,0.0412,0.0604,6.04,35659,1620.86
"3351","Lachie Whitfield","Greater Western Sydney",2018,22,"Mid",2202,100.09,0.0633,0.0633,6.33,34798,1581.73
"3352","Lachie Whitfield","Greater Western Sydney",2019,16,"Mid",1820,113.75,0.05,0.0687,6.87,36428,1655.82
"3353","Lachie Whitfield","Greater Western Sydney",2020,16,"Mid",1392,87,0.0694,0.0737,7.37,20055,1179.71
"3354","Lachie Whitfield","Greater Western Sydney",2021,15,"Mid",1422,94.8,0.0421,0.0618,6.18,33739,1533.59
"3355","Lachie Whitfield","Greater Western Sydney",2022,18,"Mid",1634,90.78,0.0478,0.0584,5.84,34173,1553.32
"3356","Lachie Young","North Melbourne",2021,15,"Mid",677,45.13,0.0205,0.03,3,33055,1502.5
"3357","Lachie Young","North Melbourne",2022,20,"Back",1266,63.3,0.041,0.0451,4.51,30862,1402.82
"3358","Lachie Young","Western Bulldogs",2019,6,"Back",283,47.17,0.0079,0.0291,2.91,35690,1622.27
"3359","Lachie Young","Western Bulldogs",2020,2,"Back",76,38,0.0038,0.0325,3.25,19868,1168.71
"3360","Lachlan Bramble","Hawthorn",2021,10,"Back",704,70.4,0.0205,0.0451,4.51,34378,1562.64
"3361","Lachlan Bramble","Hawthorn",2022,9,"Back",520,57.78,0.016,0.039,3.9,32582,1481
"3362","Lachlan Gollant","Adelaide",2021,1,NA,50,50,0.0016,0.0346,3.46,31813,1446.05
"3363","Lachlan Gollant","Adelaide",2022,7,"Forward",273,39,0.0084,0.0265,2.65,32356,1470.73
"3364","Lachlan Hansen","North Melbourne",2014,18,"Back",1232,68.44,0.0355,0.0434,4.34,34662,1575.55
"3365","Lachlan Hansen","North Melbourne",2015,13,"Back",798,61.38,0.0235,0.0398,3.98,33890,1540.45
"3366","Lachlan Hansen","North Melbourne",2016,4,"Forward",223,55.75,0.0065,0.0359,3.59,34124,1551.09
"3367","Lachlan Hansen","North Melbourne",2017,13,"Back",799,61.46,0.0234,0.0396,3.96,34168,1553.09
"3368","Lachlan Hosie","North Melbourne",2020,5,"Forward",171,34.2,0.0088,0.03,3,19386,1140.35
"3369","Lachlan Keeffe","Collingwood",2014,18,"Back",845,46.94,0.0253,0.0309,3.09,33450,1520.45
"3370","Lachlan Keeffe","Greater Western Sydney",2018,7,"Back",283,40.43,0.0081,0.0256,2.56,34798,1581.73
"3371","Lachlan Keeffe","Greater Western Sydney",2019,9,"Back",394,43.78,0.0108,0.0264,2.64,36428,1655.82
"3372","Lachlan Keeffe","Greater Western Sydney",2020,13,"Back",469,36.08,0.0234,0.0306,3.06,20055,1179.71
"3373","Lachlan Keeffe","Greater Western Sydney",2021,8,"Back",404,50.5,0.012,0.0329,3.29,33739,1533.59
"3374","Lachlan Keeffe","Greater Western Sydney",2022,18,"Back",671,37.28,0.0196,0.024,2.4,34173,1553.32
"3375","Lachlan McNeil","Western Bulldogs",2021,13,"Forward",477,36.69,0.014,0.0237,2.37,34008,1545.82
"3376","Lachlan McNeil","Western Bulldogs",2022,16,"Mid",706,44.12,0.0205,0.0282,2.82,34448,1565.82
"3377","Lachlan Murphy","Adelaide",2018,11,"Forward",543,49.36,0.0153,0.0305,3.05,35579,1617.23
"3378","Lachlan Murphy","Adelaide",2019,21,"Forward",1157,55.1,0.0321,0.0336,3.36,36093,1640.59
"3379","Lachlan Murphy","Adelaide",2020,11,"Forward",461,41.91,0.0247,0.0382,3.82,18654,1097.29
"3380","Lachlan Murphy","Adelaide",2021,15,"Forward",727,48.47,0.0229,0.0335,3.35,31813,1446.05
"3381","Lachlan Murphy","Adelaide",2022,17,"Forward",914,53.76,0.0282,0.0366,3.66,32356,1470.73
"3382","Lachlan Sholl","Adelaide",2020,8,"Mid",394,49.25,0.0211,0.0449,4.49,18654,1097.29
"3383","Lachlan Sholl","Adelaide",2021,19,"Mid",1211,63.74,0.0381,0.0441,4.41,31813,1446.05
"3384","Lachlan Sholl","Adelaide",2022,11,"Mid",625,56.82,0.0193,0.0386,3.86,32356,1470.73
"3385","Laitham Vandermeer","Western Bulldogs",2020,12,"Forward",540,45,0.0272,0.0385,3.85,19868,1168.71
"3386","Laitham Vandermeer","Western Bulldogs",2021,7,"Forward",310,44.29,0.0091,0.0286,2.86,34008,1545.82
"3387","Laitham Vandermeer","Western Bulldogs",2022,9,"Forward",421,46.78,0.0122,0.0299,2.99,34448,1565.82
"3388","Lance Franklin","Sydney",2014,19,"Forward",1800,94.74,0.0506,0.0586,5.86,35597,1618.05
"3389","Lance Franklin","Sydney",2015,17,"Forward",1388,81.65,0.0381,0.0493,4.93,36459,1657.23
"3390","Lance Franklin","Sydney",2016,22,"Forward",2073,94.23,0.0567,0.0567,5.67,36529,1660.41
"3391","Lance Franklin","Sydney",2017,22,"Forward",2114,96.09,0.0601,0.0601,6.01,35201,1600.05
"3392","Lance Franklin","Sydney",2018,18,"Forward",1651,91.72,0.0483,0.0591,5.91,34154,1552.45
"3393","Lance Franklin","Sydney",2019,10,"Forward",705,70.5,0.0206,0.0452,4.52,34277,1558.05
"3394","Lance Franklin","Sydney",2021,17,"Forward",1196,70.35,0.0344,0.0445,4.45,34749,1579.5
"3395","Lance Franklin","Sydney",2022,20,"Forward",1421,71.05,0.0415,0.0457,4.57,34236,1556.18
"3396","Lee Spurr","Fremantle",2014,22,"Back",1533,69.68,0.0443,0.0443,4.43,34640,1574.55
"3397","Lee Spurr","Fremantle",2015,20,"Back",1456,72.8,0.0414,0.0455,4.55,35189,1599.5
"3398","Lee Spurr","Fremantle",2016,22,"Back",1688,76.73,0.0493,0.0493,4.93,34256,1557.09
"3399","Lee Spurr","Fremantle",2017,16,"Back",1135,70.94,0.0338,0.0465,4.65,33570,1525.91
"3400","Leek Aleer","Greater Western Sydney",2022,4,"Back",197,49.25,0.0058,0.0317,3.17,34173,1553.32
"3401","Leigh Adams","North Melbourne",2014,22,"Mid",1350,61.36,0.0389,0.0389,3.89,34662,1575.55
"3402","Leigh Montagna","St Kilda",2014,20,"Mid",1831,91.55,0.0561,0.0617,6.17,32655,1484.32
"3403","Leigh Montagna","St Kilda",2015,17,"Mid",1853,109,0.0538,0.0696,6.96,34449,1565.86
"3404","Leigh Montagna","St Kilda",2016,22,"Mid",2156,98,0.0617,0.0617,6.17,34925,1587.5
"3405","Leigh Montagna","St Kilda",2017,16,"Mid",1562,97.62,0.043,0.0591,5.91,36366,1653
"3406","Lenny Hayes","St Kilda",2014,20,"Mid",1907,95.35,0.0584,0.0642,6.42,32655,1484.32
"3407","Leo Connolly","St Kilda",2021,7,"Back",305,43.57,0.0088,0.0278,2.78,34539,1569.95
"3408","Leroy Jetta","Essendon",2014,2,NA,96,48,0.0026,0.0287,2.87,36739,1669.95
"3409","Levi Casboult","Carlton",2014,19,"Forward",1206,63.47,0.0362,0.0419,4.19,33333,1515.14
"3410","Levi Casboult","Carlton",2015,16,"Forward",929,58.06,0.0296,0.0406,4.06,31425,1428.41
"3411","Levi Casboult","Carlton",2016,20,"Forward",1031,51.55,0.0302,0.0332,3.32,34113,1550.59
"3412","Levi Casboult","Carlton",2017,22,"Forward",1382,62.82,0.0391,0.0391,3.91,35386,1608.45
"3413","Levi Casboult","Carlton",2018,10,"Forward",528,52.8,0.0164,0.0361,3.61,32174,1462.45
"3414","Levi Casboult","Carlton",2019,20,"Forward",1306,65.3,0.0392,0.0431,4.31,33344,1515.64
"3415","Levi Casboult","Carlton",2020,16,"Forward",828,51.75,0.0424,0.045,4.5,19538,1149.29
"3416","Levi Casboult","Carlton",2021,13,"Forward",632,48.62,0.0193,0.0327,3.27,32754,1488.82
"3417","Levi Casboult","Gold Coast",2022,21,"Forward",924,44,0.0292,0.0306,3.06,31621,1437.32
"3418","Levi Greenwood","Collingwood",2015,8,"Mid",666,83.25,0.0191,0.0527,5.27,34780,1580.91
"3419","Levi Greenwood","Collingwood",2016,21,"Mid",1682,80.1,0.0469,0.0491,4.91,35857,1629.86
"3420","Levi Greenwood","Collingwood",2017,16,"Mid",1106,69.12,0.0292,0.0401,4.01,37905,1722.95
"3421","Levi Greenwood","Collingwood",2018,12,"Back",688,57.33,0.0187,0.0343,3.43,36769,1671.32
"3422","Levi Greenwood","Collingwood",2019,16,"Back",1016,63.5,0.0272,0.0374,3.74,37323,1696.5
"3423","Levi Greenwood","Collingwood",2020,4,"Forward",191,47.75,0.0091,0.0389,3.89,20886,1228.59
"3424","Levi Greenwood","Collingwood",2021,2,"Mid",91,45.5,0.0026,0.0286,2.86,34962,1589.18
"3425","Levi Greenwood","North Melbourne",2014,19,"Mid",1933,101.74,0.0558,0.0646,6.46,34662,1575.55
"3426","Lewis Jetta","Sydney",2014,22,"Forward",1693,76.95,0.0476,0.0476,4.76,35597,1618.05
"3427","Lewis Jetta","Sydney",2015,22,"Mid",1741,79.14,0.0478,0.0478,4.78,36459,1657.23
"3428","Lewis Jetta","West Coast",2016,12,"Mid",641,53.42,0.0188,0.0345,3.45,34108,1550.36
"3429","Lewis Jetta","West Coast",2017,13,"Forward",871,67,0.0247,0.0418,4.18,35276,1603.45
"3430","Lewis Jetta","West Coast",2018,17,"Back",1081,63.59,0.0309,0.04,4,34986,1590.27
"3431","Lewis Jetta","West Coast",2019,20,"Back",1224,61.2,0.036,0.0396,3.96,33962,1543.73
"3432","Lewis Jetta","West Coast",2020,5,"Back",269,53.8,0.0136,0.0464,4.64,19732,1160.71
"3433","Lewis Johnston","Adelaide",2014,2,"Forward",115,57.5,0.0034,0.037,3.7,34197,1554.41
"3434","Lewis Melican","Sydney",2017,17,"Back",797,46.88,0.0226,0.0293,2.93,35201,1600.05
"3435","Lewis Melican","Sydney",2018,3,"Back",154,51.33,0.0045,0.0331,3.31,34154,1552.45
"3436","Lewis Melican","Sydney",2019,17,"Back",722,42.47,0.0211,0.0273,2.73,34277,1558.05
"3437","Lewis Melican","Sydney",2020,9,"Back",337,37.44,0.0173,0.0327,3.27,19445,1143.82
"3438","Lewis Melican","Sydney",2021,5,"Back",236,47.2,0.0068,0.0299,2.99,34749,1579.5
"3439","Lewis Pierce","St Kilda",2016,1,NA,32,32,9e-04,0.0202,2.02,34925,1587.5
"3440","Lewis Pierce","St Kilda",2018,3,"Ruck",167,55.67,0.0049,0.0356,3.56,34375,1562.5
"3441","Lewis Pierce","St Kilda",2019,1,"Ruck",47,47,0.0014,0.0308,3.08,33611,1527.77
"3442","Lewis Roberts-Thomson","Sydney",2014,5,"Forward",160,32,0.0045,0.0198,1.98,35597,1618.05
"3443","Lewis Taylor","Brisbane Lions",2014,22,"Forward",1448,65.82,0.0449,0.0449,4.49,32278,1467.18
"3444","Lewis Taylor","Brisbane Lions",2015,22,"Mid",1644,74.73,0.05,0.05,5,32897,1495.32
"3445","Lewis Taylor","Brisbane Lions",2016,19,"Mid",1122,59.05,0.0358,0.0415,4.15,31324,1423.82
"3446","Lewis Taylor","Brisbane Lions",2017,22,"Forward",1710,77.73,0.0501,0.0501,5.01,34151,1552.32
"3447","Lewis Taylor","Brisbane Lions",2018,22,"Mid",1589,72.23,0.0458,0.0458,4.58,34686,1576.64
"3448","Lewis Taylor","Brisbane Lions",2019,5,"Forward",352,70.4,0.0103,0.0454,4.54,34135,1551.59
"3449","Lewis Taylor","Sydney",2020,8,"Forward",338,42.25,0.0174,0.0369,3.69,19445,1143.82
"3450","Lewis Taylor","Sydney",2021,2,NA,32,16,9e-04,0.0101,1.01,34749,1579.5
"3451","Lewis Taylor","Sydney",2022,1,NA,0,0,0,0,0,34236,1556.18
"3452","Lewis Young","Carlton",2022,19,"Back",1064,56,0.0306,0.0354,3.54,34762,1580.09
"3453","Lewis Young","Western Bulldogs",2017,7,"Back",363,51.86,0.0103,0.0322,3.22,35384,1608.36
"3454","Lewis Young","Western Bulldogs",2018,2,"Back",94,47,0.0027,0.03,3,34417,1564.41
"3455","Lewis Young","Western Bulldogs",2019,4,"Back",209,52.25,0.0059,0.0322,3.22,35690,1622.27
"3456","Lewis Young","Western Bulldogs",2021,7,"Back",351,50.14,0.0103,0.0324,3.24,34008,1545.82
"3457","Liam Anthony","North Melbourne",2014,4,NA,168,42,0.0048,0.0267,2.67,34662,1575.55
"3458","Liam Baker","Richmond",2018,3,"Forward",114,38,0.0034,0.0252,2.52,33233,1510.59
"3459","Liam Baker","Richmond",2019,16,"Forward",1099,68.69,0.0323,0.0445,4.45,33980,1544.55
"3460","Liam Baker","Richmond",2020,15,"Back",875,58.33,0.0448,0.0508,5.08,19531,1148.88
"3461","Liam Baker","Richmond",2021,22,"Forward",1601,72.77,0.0494,0.0494,4.94,32417,1473.5
"3462","Liam Baker","Richmond",2022,22,"Back",1532,69.64,0.0472,0.0472,4.72,32486,1476.64
"3463","Liam Dawson","Brisbane Lions",2015,10,"Back",467,46.7,0.0142,0.0312,3.12,32897,1495.32
"3464","Liam Dawson","Brisbane Lions",2016,7,"Back",283,40.43,0.009,0.0284,2.84,31324,1423.82
"3465","Liam Dawson","Brisbane Lions",2017,1,"Back",30,30,9e-04,0.0193,1.93,34151,1552.32
"3466","Liam Duggan","West Coast",2015,12,"Back",543,45.25,0.0154,0.0282,2.82,35270,1603.18
"3467","Liam Duggan","West Coast",2016,14,"Back",745,53.21,0.0218,0.0343,3.43,34108,1550.36
"3468","Liam Duggan","West Coast",2017,18,"Back",1214,67.44,0.0344,0.0421,4.21,35276,1603.45
"3469","Liam Duggan","West Coast",2018,21,"Back",1403,66.81,0.0401,0.042,4.2,34986,1590.27
"3470","Liam Duggan","West Coast",2019,15,"Back",1000,66.67,0.0294,0.0432,4.32,33962,1543.73
"3471","Liam Duggan","West Coast",2020,15,"Back",1026,68.4,0.052,0.0589,5.89,19732,1160.71
"3472","Liam Duggan","West Coast",2021,14,"Back",1099,78.5,0.0326,0.0512,5.12,33741,1533.68
"3473","Liam Duggan","West Coast",2022,20,"Back",1671,83.55,0.0521,0.0573,5.73,32091,1458.68
"3474","Liam Henry","Fremantle",2020,3,"Forward",110,36.67,0.0055,0.0313,3.13,19922,1171.88
"3475","Liam Henry","Fremantle",2021,17,"Forward",643,37.82,0.0201,0.0261,2.61,31927,1451.23
"3476","Liam Henry","Fremantle",2022,7,"Forward",261,37.29,0.0075,0.0236,2.36,34709,1577.68
"3477","Liam Jones","Carlton",2015,9,"Forward",383,42.56,0.0122,0.0298,2.98,31425,1428.41
"3478","Liam Jones","Carlton",2016,8,"Forward",396,49.5,0.0116,0.0319,3.19,34113,1550.59
"3479","Liam Jones","Carlton",2017,12,"Back",648,54,0.0183,0.0336,3.36,35386,1608.45
"3480","Liam Jones","Carlton",2018,17,"Back",885,52.06,0.0275,0.0356,3.56,32174,1462.45
"3481","Liam Jones","Carlton",2019,13,"Back",584,44.92,0.0175,0.0296,2.96,33344,1515.64
"3482","Liam Jones","Carlton",2020,16,"Back",622,38.88,0.0318,0.0338,3.38,19538,1149.29
"3483","Liam Jones","Carlton",2021,19,"Back",984,51.79,0.03,0.0348,3.48,32754,1488.82
"3484","Liam Jones","Western Bulldogs",2014,10,"Forward",514,51.4,0.0156,0.0343,3.43,32958,1498.09
"3485","Liam McBean","Richmond",2015,2,"Forward",63,31.5,0.0018,0.0203,2.03,34181,1553.68
"3486","Liam McBean","Richmond",2016,3,"Forward",133,44.33,0.0039,0.0286,2.86,34144,1552
"3487","Liam Picken","Western Bulldogs",2014,22,"Back",1611,73.23,0.0489,0.0489,4.89,32958,1498.09
"3488","Liam Picken","Western Bulldogs",2015,20,"Mid",2021,101.05,0.0586,0.0644,6.44,34509,1568.59
"3489","Liam Picken","Western Bulldogs",2016,22,"Forward",1928,87.64,0.0523,0.0523,5.23,36856,1675.27
"3490","Liam Picken","Western Bulldogs",2017,22,"Forward",1676,76.18,0.0474,0.0474,4.74,35384,1608.36
"3491","Liam Ryan","West Coast",2018,10,"Forward",567,56.7,0.0162,0.0357,3.57,34986,1590.27
"3492","Liam Ryan","West Coast",2019,22,"Forward",1252,56.91,0.0369,0.0369,3.69,33962,1543.73
"3493","Liam Ryan","West Coast",2020,16,"Forward",859,53.69,0.0435,0.0463,4.63,19732,1160.71
"3494","Liam Ryan","West Coast",2021,14,"Forward",791,56.5,0.0234,0.0368,3.68,33741,1533.68
"3495","Liam Ryan","West Coast",2022,17,"Forward",1001,58.88,0.0312,0.0404,4.04,32091,1458.68
"3496","Liam Shiels","Hawthorn",2014,18,"Mid",1699,94.39,0.0465,0.0568,5.68,36544,1661.09
"3497","Liam Shiels","Hawthorn",2015,18,"Mid",1787,99.28,0.0477,0.0583,5.83,37469,1703.14
"3498","Liam Shiels","Hawthorn",2016,16,"Mid",1325,82.81,0.0373,0.0514,5.14,35477,1612.59
"3499","Liam Shiels","Hawthorn",2017,21,"Mid",1907,90.81,0.0517,0.0541,5.41,36912,1677.82
"3500","Liam Shiels","Hawthorn",2018,21,"Mid",2037,97,0.0571,0.0599,5.99,35655,1620.68
"3501","Liam Shiels","Hawthorn",2019,19,"Mid",1812,95.37,0.0526,0.0609,6.09,34439,1565.41
"3502","Liam Shiels","Hawthorn",2020,15,"Mid",987,65.8,0.0527,0.0598,5.98,18721,1101.24
"3503","Liam Shiels","Hawthorn",2021,21,"Mid",1769,84.24,0.0515,0.0539,5.39,34378,1562.64
"3504","Liam Shiels","Hawthorn",2022,13,"Mid",647,49.77,0.0199,0.0336,3.36,32582,1481
"3505","Liam Stocker","Carlton",2019,5,"Mid",226,45.2,0.0068,0.0298,2.98,33344,1515.64
"3506","Liam Stocker","Carlton",2021,17,"Back",963,56.65,0.0294,0.038,3.8,32754,1488.82
"3507","Liam Stocker","Carlton",2022,6,"Back",245,40.83,0.007,0.0258,2.58,34762,1580.09
"3508","Liam Sumner","Carlton",2016,16,"Forward",739,46.19,0.0217,0.0298,2.98,34113,1550.59
"3509","Liam Sumner","Carlton",2017,4,"Forward",120,30,0.0034,0.0187,1.87,35386,1608.45
"3510","Liam Sumner","Greater Western Sydney",2014,2,"Forward",49,24.5,0.0015,0.016,1.6,33707,1532.14
"3511","Lin Jong","Western Bulldogs",2014,6,"Mid",305,50.83,0.0093,0.0339,3.39,32958,1498.09
"3512","Lin Jong","Western Bulldogs",2015,12,"Mid",760,63.33,0.022,0.0404,4.04,34509,1568.59
"3513","Lin Jong","Western Bulldogs",2016,15,"Forward",1138,75.87,0.0309,0.0453,4.53,36856,1675.27
"3514","Lin Jong","Western Bulldogs",2017,12,"Forward",860,71.67,0.0243,0.0446,4.46,35384,1608.36
"3515","Lin Jong","Western Bulldogs",2018,10,"Forward",592,59.2,0.0172,0.0378,3.78,34417,1564.41
"3516","Lin Jong","Western Bulldogs",2020,3,"Forward",149,49.67,0.0075,0.0425,4.25,19868,1168.71
"3517","Lin Jong","Western Bulldogs",2021,1,"Mid",17,17,5e-04,0.011,1.1,34008,1545.82
"3518","Lincoln McCarthy","Brisbane Lions",2019,22,"Forward",1318,59.91,0.0386,0.0386,3.86,34135,1551.59
"3519","Lincoln McCarthy","Brisbane Lions",2020,14,"Forward",680,48.57,0.0339,0.0411,4.11,20068,1180.47
"3520","Lincoln McCarthy","Brisbane Lions",2021,22,"Forward",1412,64.18,0.0418,0.0418,4.18,33794,1536.09
"3521","Lincoln McCarthy","Brisbane Lions",2022,22,"Forward",1409,64.05,0.0417,0.0417,4.17,33756,1534.36
"3522","Lincoln McCarthy","Geelong",2014,3,"Forward",139,46.33,0.0039,0.0288,2.88,35341,1606.41
"3523","Lincoln McCarthy","Geelong",2016,17,"Forward",893,52.53,0.0246,0.0319,3.19,36253,1647.86
"3524","Lincoln McCarthy","Geelong",2017,3,"Forward",166,55.33,0.0047,0.0343,3.43,35524,1614.73
"3525","Lincoln McCarthy","Geelong",2018,2,"Forward",98,49,0.0028,0.0307,3.07,35160,1598.18
"3526","Lindsay Thomas","North Melbourne",2014,20,"Forward",1213,60.65,0.035,0.0385,3.85,34662,1575.55
"3527","Lindsay Thomas","North Melbourne",2015,18,"Forward",1083,60.17,0.032,0.0391,3.91,33890,1540.45
"3528","Lindsay Thomas","North Melbourne",2016,21,"Forward",1275,60.71,0.0374,0.0391,3.91,34124,1551.09
"3529","Lindsay Thomas","North Melbourne",2017,9,"Forward",499,55.44,0.0146,0.0357,3.57,34168,1553.09
"3530","Lindsay Thomas","Port Adelaide",2018,7,"Forward",396,56.57,0.0113,0.0354,3.54,35160,1598.18
"3531","Lloyd Meek","Fremantle",2021,9,"Ruck",371,41.22,0.0116,0.0284,2.84,31927,1451.23
"3532","Lloyd Meek","Fremantle",2022,6,"Ruck",364,60.67,0.0105,0.0385,3.85,34709,1577.68
"3533","Lochie O'Brien","Carlton",2018,18,"Mid",988,54.89,0.0307,0.0375,3.75,32174,1462.45
"3534","Lochie O'Brien","Carlton",2019,17,"Mid",902,53.06,0.0271,0.035,3.5,33344,1515.64
"3535","Lochie O'Brien","Carlton",2020,1,"Mid",36,36,0.0018,0.0313,3.13,19538,1149.29
