"","full_name","player_team","season","games_played","fantasy_position","player_fpoint_season","player_fpoint_per_game","player_share_season","player_share_pergame","player_share_pergame_perc","team_fp_season","team_fp_pergame"
"1225","Daniel McKenzie","St Kilda",2017,5,NA,301,60.2,0.0083,0.0364,3.64,36366,1653
"1226","Daniel McKenzie","St Kilda",2018,13,"Back",718,55.23,0.0209,0.0353,3.53,34375,1562.5
"1227","Daniel McKenzie","St Kilda",2019,15,"Back",666,44.4,0.0198,0.0291,2.91,33611,1527.77
"1228","Daniel McKenzie","St Kilda",2021,12,"Mid",716,59.67,0.0207,0.038,3.8,34539,1569.95
"1229","Daniel McKenzie","St Kilda",2022,12,"Mid",788,65.67,0.0226,0.0414,4.14,34936,1588
"1230","Daniel McStay","Brisbane Lions",2014,9,"Back",461,51.22,0.0143,0.0349,3.49,32278,1467.18
"1231","Daniel McStay","Brisbane Lions",2015,20,"Forward",843,42.15,0.0256,0.0282,2.82,32897,1495.32
"1232","Daniel McStay","Brisbane Lions",2016,12,"Back",597,49.75,0.0191,0.0349,3.49,31324,1423.82
"1233","Daniel McStay","Brisbane Lions",2017,19,"Forward",962,50.63,0.0282,0.0326,3.26,34151,1552.32
"1234","Daniel McStay","Brisbane Lions",2018,19,"Back",995,52.37,0.0287,0.0332,3.32,34686,1576.64
"1235","Daniel McStay","Brisbane Lions",2019,22,"Forward",1136,51.64,0.0333,0.0333,3.33,34135,1551.59
"1236","Daniel McStay","Brisbane Lions",2020,14,"Forward",571,40.79,0.0285,0.0346,3.46,20068,1180.47
"1237","Daniel McStay","Brisbane Lions",2021,18,"Forward",1176,65.33,0.0348,0.0425,4.25,33794,1536.09
"1238","Daniel McStay","Brisbane Lions",2022,19,"Forward",1167,61.42,0.0346,0.04,4,33756,1534.36
"1239","Daniel Menzel","Geelong",2015,2,"Forward",114,57,0.0035,0.038,3.8,32982,1499.18
"1240","Daniel Menzel","Geelong",2016,17,"Forward",1250,73.53,0.0345,0.0446,4.46,36253,1647.86
"1241","Daniel Menzel","Geelong",2017,17,"Forward",1099,64.65,0.0309,0.04,4,35524,1614.73
"1242","Daniel Menzel","Geelong",2018,12,"Forward",730,60.83,0.0208,0.0381,3.81,35160,1598.18
"1243","Daniel Menzel","Sydney",2019,7,"Forward",339,48.43,0.0099,0.0311,3.11,34277,1558.05
"1244","Daniel Merrett","Brisbane Lions",2014,19,"Forward",843,44.37,0.0261,0.0302,3.02,32278,1467.18
"1245","Daniel Merrett","Brisbane Lions",2015,10,"Back",438,43.8,0.0133,0.0293,2.93,32897,1495.32
"1246","Daniel Merrett","Brisbane Lions",2016,19,"Back",652,34.32,0.0208,0.0241,2.41,31324,1423.82
"1247","Daniel Nicholson","Melbourne",2014,1,"Mid",50,50,0.0015,0.0336,3.36,32708,1486.73
"1248","Daniel Pearce","Western Bulldogs",2015,1,NA,5,5,1e-04,0.0032,0.32,34509,1568.59
"1249","Daniel Rich","Brisbane Lions",2014,3,"Mid",180,60,0.0056,0.0409,4.09,32278,1467.18
"1250","Daniel Rich","Brisbane Lions",2015,21,"Mid",1527,72.71,0.0464,0.0486,4.86,32897,1495.32
"1251","Daniel Rich","Brisbane Lions",2016,21,"Mid",1719,81.86,0.0549,0.0575,5.75,31324,1423.82
"1252","Daniel Rich","Brisbane Lions",2017,22,"Back",1664,75.64,0.0487,0.0487,4.87,34151,1552.32
"1253","Daniel Rich","Brisbane Lions",2018,18,"Back",1287,71.5,0.0371,0.0453,4.53,34686,1576.64
"1254","Daniel Rich","Brisbane Lions",2019,22,"Back",1936,88,0.0567,0.0567,5.67,34135,1551.59
"1255","Daniel Rich","Brisbane Lions",2020,12,"Back",817,68.08,0.0407,0.0577,5.77,20068,1180.47
"1256","Daniel Rich","Brisbane Lions",2021,22,"Back",2158,98.09,0.0639,0.0639,6.39,33794,1536.09
"1257","Daniel Rich","Brisbane Lions",2022,19,"Back",1604,84.42,0.0475,0.055,5.5,33756,1534.36
"1258","Daniel Rioli","Richmond",2016,18,"Forward",885,49.17,0.0259,0.0317,3.17,34144,1552
"1259","Daniel Rioli","Richmond",2017,22,"Forward",1146,52.09,0.0335,0.0335,3.35,34195,1554.32
"1260","Daniel Rioli","Richmond",2018,10,"Forward",661,66.1,0.0199,0.0438,4.38,33233,1510.59
"1261","Daniel Rioli","Richmond",2019,19,"Forward",1067,56.16,0.0314,0.0364,3.64,33980,1544.55
"1262","Daniel Rioli","Richmond",2020,13,"Forward",646,49.69,0.0331,0.0433,4.33,19531,1148.88
"1263","Daniel Rioli","Richmond",2021,19,"Back",1006,52.95,0.031,0.0359,3.59,32417,1473.5
"1264","Daniel Rioli","Richmond",2022,22,"Back",1724,78.36,0.0531,0.0531,5.31,32486,1476.64
"1265","Daniel Talia","Adelaide",2014,22,"Back",1074,48.82,0.0314,0.0314,3.14,34197,1554.41
"1266","Daniel Talia","Adelaide",2015,20,"Back",898,44.9,0.0274,0.0301,3.01,32796,1490.73
"1267","Daniel Talia","Adelaide",2016,22,"Back",1450,65.91,0.0391,0.0391,3.91,37072,1685.09
"1268","Daniel Talia","Adelaide",2017,21,"Back",1077,51.29,0.0291,0.0305,3.05,36980,1680.91
"1269","Daniel Talia","Adelaide",2018,18,"Back",1037,57.61,0.0291,0.0356,3.56,35579,1617.23
"1270","Daniel Talia","Adelaide",2019,22,"Back",1245,56.59,0.0345,0.0345,3.45,36093,1640.59
"1271","Daniel Talia","Adelaide",2020,13,"Back",474,36.46,0.0254,0.0332,3.32,18654,1097.29
"1272","Daniel Turner","Melbourne",2022,1,"Back",27,27,8e-04,0.0177,1.77,33486,1522.09
"1273","Daniel Venables","West Coast",2018,12,"Forward",551,45.92,0.0157,0.0289,2.89,34986,1590.27
"1274","Daniel Venables","West Coast",2019,6,"Mid",268,44.67,0.0079,0.0289,2.89,33962,1543.73
"1275","Daniel Wells","Collingwood",2017,10,"Mid",772,77.2,0.0204,0.0448,4.48,37905,1722.95
"1276","Daniel Wells","Collingwood",2018,4,"Mid",227,56.75,0.0062,0.034,3.4,36769,1671.32
"1277","Daniel Wells","Collingwood",2019,1,NA,67,67,0.0018,0.0395,3.95,37323,1696.5
"1278","Daniel Wells","North Melbourne",2014,7,"Mid",484,69.14,0.014,0.0439,4.39,34662,1575.55
"1279","Daniel Wells","North Melbourne",2015,2,"Mid",77,38.5,0.0023,0.025,2.5,33890,1540.45
"1280","Daniel Wells","North Melbourne",2016,18,"Mid",1583,87.94,0.0464,0.0567,5.67,34124,1551.09
"1281","Danny Stanley","Gold Coast",2014,22,"Forward",1457,66.23,0.0456,0.0456,4.56,31961,1452.77
"1282","Danny Stanley","Gold Coast",2015,8,"Forward",462,57.75,0.0149,0.0411,4.11,30907,1404.86
"1283","Danyle Pearce","Fremantle",2014,22,"Back",1725,78.41,0.0498,0.0498,4.98,34640,1574.55
"1284","Danyle Pearce","Fremantle",2015,21,"Forward",1662,79.14,0.0472,0.0495,4.95,35189,1599.5
"1285","Danyle Pearce","Fremantle",2016,22,"Mid",1763,80.14,0.0515,0.0515,5.15,34256,1557.09
"1286","Danyle Pearce","Fremantle",2017,7,"Forward",473,67.57,0.0141,0.0443,4.43,33570,1525.91
"1287","Danyle Pearce","Fremantle",2018,3,"Back",193,64.33,0.0058,0.0426,4.26,33225,1510.23
"1288","Darcy Byrne-Jones","Port Adelaide",2016,20,"Back",1179,58.95,0.0351,0.0387,3.87,33542,1524.64
"1289","Darcy Byrne-Jones","Port Adelaide",2017,22,"Back",1441,65.5,0.0402,0.0402,4.02,35866,1630.27
"1290","Darcy Byrne-Jones","Port Adelaide",2018,21,"Back",1503,71.57,0.0427,0.0448,4.48,35160,1598.18
"1291","Darcy Byrne-Jones","Port Adelaide",2019,22,"Back",1898,86.27,0.0532,0.0532,5.32,35703,1622.86
"1292","Darcy Byrne-Jones","Port Adelaide",2020,16,"Back",988,61.75,0.0476,0.0505,5.05,20773,1221.94
"1293","Darcy Byrne-Jones","Port Adelaide",2021,22,"Back",1684,76.55,0.0477,0.0477,4.77,35270,1603.18
"1294","Darcy Byrne-Jones","Port Adelaide",2022,21,"Back",1647,78.43,0.0473,0.0496,4.96,34795,1581.59
"1295","Darcy Cameron","Collingwood",2020,8,"Forward",352,44,0.0169,0.0358,3.58,20886,1228.59
"1296","Darcy Cameron","Collingwood",2021,18,"Forward",1247,69.28,0.0357,0.0436,4.36,34962,1589.18
"1297","Darcy Cameron","Collingwood",2022,21,"Ruck",1720,81.9,0.0526,0.0551,5.51,32718,1487.18
"1298","Darcy Cameron","Sydney",2018,1,NA,27,27,8e-04,0.0174,1.74,34154,1552.45
"1299","Darcy Fogarty","Adelaide",2018,10,"Forward",420,42,0.0118,0.026,2.6,35579,1617.23
"1300","Darcy Fogarty","Adelaide",2019,4,"Forward",237,59.25,0.0066,0.0361,3.61,36093,1640.59
"1301","Darcy Fogarty","Adelaide",2020,9,"Forward",330,36.67,0.0177,0.0334,3.34,18654,1097.29
"1302","Darcy Fogarty","Adelaide",2021,17,"Forward",740,43.53,0.0233,0.0301,3.01,31813,1446.05
"1303","Darcy Fogarty","Adelaide",2022,17,"Forward",961,56.53,0.0297,0.0384,3.84,32356,1470.73
"1304","Darcy Fort","Brisbane Lions",2022,17,"Forward",966,56.82,0.0286,0.037,3.7,33756,1534.36
"1305","Darcy Fort","Geelong",2019,3,"Forward",164,54.67,0.0047,0.0346,3.46,34798,1581.73
"1306","Darcy Fort","Geelong",2020,4,"Ruck",220,55,0.0102,0.0434,4.34,21562,1268.35
"1307","Darcy Gardiner","Brisbane Lions",2014,17,"Back",763,44.88,0.0236,0.0306,3.06,32278,1467.18
"1308","Darcy Gardiner","Brisbane Lions",2015,8,"Back",288,36,0.0088,0.0241,2.41,32897,1495.32
"1309","Darcy Gardiner","Brisbane Lions",2016,18,"Back",782,43.44,0.025,0.0305,3.05,31324,1423.82
"1310","Darcy Gardiner","Brisbane Lions",2017,19,"Back",1037,54.58,0.0304,0.0352,3.52,34151,1552.32
"1311","Darcy Gardiner","Brisbane Lions",2018,20,"Back",1197,59.85,0.0345,0.038,3.8,34686,1576.64
"1312","Darcy Gardiner","Brisbane Lions",2019,22,"Back",1269,57.68,0.0372,0.0372,3.72,34135,1551.59
"1313","Darcy Gardiner","Brisbane Lions",2020,16,"Back",724,45.25,0.0361,0.0383,3.83,20068,1180.47
"1314","Darcy Gardiner","Brisbane Lions",2021,7,"Back",304,43.43,0.009,0.0283,2.83,33794,1536.09
"1315","Darcy Gardiner","Brisbane Lions",2022,18,"Back",898,49.89,0.0266,0.0325,3.25,33756,1534.36
"1316","Darcy Lang","Carlton",2018,11,"Forward",707,64.27,0.022,0.0439,4.39,32174,1462.45
"1317","Darcy Lang","Carlton",2019,8,"Forward",367,45.88,0.011,0.0303,3.03,33344,1515.64
"1318","Darcy Lang","Carlton",2020,1,NA,25,25,0.0013,0.0218,2.18,19538,1149.29
"1319","Darcy Lang","Geelong",2014,1,NA,57,57,0.0016,0.0355,3.55,35341,1606.41
"1320","Darcy Lang","Geelong",2015,20,"Forward",1162,58.1,0.0352,0.0388,3.88,32982,1499.18
"1321","Darcy Lang","Geelong",2016,13,"Forward",807,62.08,0.0223,0.0377,3.77,36253,1647.86
"1322","Darcy Lang","Geelong",2017,8,"Forward",528,66,0.0149,0.0409,4.09,35524,1614.73
"1323","Darcy Macpherson","Gold Coast",2016,4,"Mid",235,58.75,0.007,0.0387,3.87,33440,1520
"1324","Darcy Macpherson","Gold Coast",2017,8,"Forward",421,52.62,0.0119,0.0328,3.28,35324,1605.64
"1325","Darcy Macpherson","Gold Coast",2018,5,"Forward",357,71.4,0.0112,0.0493,4.93,31845,1447.5
"1326","Darcy Macpherson","Gold Coast",2019,22,"Forward",1920,87.27,0.0584,0.0584,5.84,32877,1494.41
"1327","Darcy Macpherson","Gold Coast",2020,11,"Forward",532,48.36,0.0277,0.0428,4.28,19228,1131.06
"1328","Darcy Macpherson","Gold Coast",2021,11,"Forward",724,65.82,0.0212,0.0424,4.24,34178,1553.55
"1329","Darcy Macpherson","Gold Coast",2022,10,NA,442,44.2,0.014,0.0308,3.08,31621,1437.32
"1330","Darcy Moore","Collingwood",2015,9,"Forward",434,48.22,0.0125,0.0305,3.05,34780,1580.91
"1331","Darcy Moore","Collingwood",2016,17,"Forward",889,52.29,0.0248,0.0321,3.21,35857,1629.86
"1332","Darcy Moore","Collingwood",2017,21,"Forward",1304,62.1,0.0344,0.036,3.6,37905,1722.95
"1333","Darcy Moore","Collingwood",2018,7,"Back",292,41.71,0.0079,0.025,2.5,36769,1671.32
"1334","Darcy Moore","Collingwood",2019,15,"Back",826,55.07,0.0221,0.0325,3.25,37323,1696.5
"1335","Darcy Moore","Collingwood",2020,15,"Back",784,52.27,0.0375,0.0425,4.25,20886,1228.59
"1336","Darcy Moore","Collingwood",2021,13,"Back",950,73.08,0.0272,0.046,4.6,34962,1589.18
"1337","Darcy Moore","Collingwood",2022,21,"Back",1182,56.29,0.0361,0.0378,3.78,32718,1487.18
"1338","Darcy Parish","Essendon",2016,20,"Forward",1476,73.8,0.0418,0.046,4.6,35271,1603.23
"1339","Darcy Parish","Essendon",2017,19,"Mid",1487,78.26,0.0403,0.0467,4.67,36905,1677.5
"1340","Darcy Parish","Essendon",2018,15,"Mid",1121,74.73,0.0315,0.0462,4.62,35606,1618.45
"1341","Darcy Parish","Essendon",2019,20,"Mid",1587,79.35,0.0471,0.0518,5.18,33714,1532.45
"1342","Darcy Parish","Essendon",2020,16,"Mid",1074,67.12,0.0562,0.0597,5.97,19124,1124.94
"1343","Darcy Parish","Essendon",2021,22,"Mid",2320,105.45,0.069,0.069,6.9,33625,1528.41
"1344","Darcy Parish","Essendon",2022,16,"Mid",1604,100.25,0.0484,0.0666,6.66,33109,1504.95
"1345","Darcy Tucker","Fremantle",2016,12,NA,783,65.25,0.0229,0.0419,4.19,34256,1557.09
"1346","Darcy Tucker","Fremantle",2017,19,"Back",1184,62.32,0.0353,0.0408,4.08,33570,1525.91
"1347","Darcy Tucker","Fremantle",2018,17,"Forward",1010,59.41,0.0304,0.0393,3.93,33225,1510.23
"1348","Darcy Tucker","Fremantle",2019,22,"Mid",1597,72.59,0.0475,0.0475,4.75,33617,1528.05
"1349","Darcy Tucker","Fremantle",2020,7,"Mid",386,55.14,0.0194,0.0471,4.71,19922,1171.88
"1350","Darcy Tucker","Fremantle",2021,16,"Back",980,61.25,0.0307,0.0422,4.22,31927,1451.23
"1351","Darcy Tucker","Fremantle",2022,14,"Forward",619,44.21,0.0178,0.028,2.8,34709,1577.68
"1352","Darragh Joyce","St Kilda",2018,2,NA,38,19,0.0011,0.0122,1.22,34375,1562.5
"1353","Darragh Joyce","St Kilda",2019,3,"Back",132,44,0.0039,0.0288,2.88,33611,1527.77
"1354","Darragh Joyce","St Kilda",2021,5,"Back",179,35.8,0.0052,0.0228,2.28,34539,1569.95
"1355","Darragh Joyce","St Kilda",2022,3,"Back",62,20.67,0.0018,0.013,1.3,34936,1588
"1356","Darren Glass","West Coast",2014,8,"Back",440,55,0.0127,0.0349,3.49,34684,1576.55
"1357","Darren Minchington","Hawthorn",2020,4,"Forward",152,38,0.0081,0.0345,3.45,18721,1101.24
"1358","Darren Minchington","St Kilda",2014,3,"Forward",139,46.33,0.0043,0.0312,3.12,32655,1484.32
"1359","Darren Minchington","St Kilda",2015,5,"Forward",239,47.8,0.0069,0.0305,3.05,34449,1565.86
"1360","Darren Minchington","St Kilda",2016,13,"Forward",699,53.77,0.02,0.0339,3.39,34925,1587.5
"1361","Darren Minchington","St Kilda",2017,5,"Forward",319,63.8,0.0088,0.0386,3.86,36366,1653
"1362","David Armitage","St Kilda",2014,15,"Mid",1332,88.8,0.0408,0.0598,5.98,32655,1484.32
"1363","David Armitage","St Kilda",2015,21,"Mid",2247,107,0.0652,0.0683,6.83,34449,1565.86
"1364","David Armitage","St Kilda",2016,22,"Mid",1887,85.77,0.054,0.054,5.4,34925,1587.5
"1365","David Armitage","St Kilda",2017,2,"Mid",141,70.5,0.0039,0.0426,4.26,36366,1653
"1366","David Armitage","St Kilda",2018,15,"Forward",1152,76.8,0.0335,0.0492,4.92,34375,1562.5
"1367","David Armitage","St Kilda",2019,2,"Mid",132,66,0.0039,0.0432,4.32,33611,1527.77
"1368","David Astbury","Richmond",2014,8,"Back",465,58.12,0.0136,0.0373,3.73,34247,1556.68
"1369","David Astbury","Richmond",2015,4,"Back",183,45.75,0.0054,0.0294,2.94,34181,1553.68
"1370","David Astbury","Richmond",2016,19,"Back",1144,60.21,0.0335,0.0388,3.88,34144,1552
"1371","David Astbury","Richmond",2017,22,"Back",1418,64.45,0.0415,0.0415,4.15,34195,1554.32
"1372","David Astbury","Richmond",2018,20,"Back",1166,58.3,0.0351,0.0386,3.86,33233,1510.59
"1373","David Astbury","Richmond",2019,19,"Back",1066,56.11,0.0314,0.0363,3.63,33980,1544.55
"1374","David Astbury","Richmond",2020,4,"Back",247,61.75,0.0126,0.0537,5.37,19531,1148.88
"1375","David Astbury","Richmond",2021,17,"Back",969,57,0.0299,0.0387,3.87,32417,1473.5
"1376","David Cuningham","Carlton",2016,3,"Forward",165,55,0.0048,0.0355,3.55,34113,1550.59
"1377","David Cuningham","Carlton",2017,8,"Mid",507,63.38,0.0143,0.0394,3.94,35386,1608.45
"1378","David Cuningham","Carlton",2018,5,"Back",212,42.4,0.0066,0.029,2.9,32174,1462.45
"1379","David Cuningham","Carlton",2019,9,"Mid",597,66.33,0.0179,0.0438,4.38,33344,1515.64
"1380","David Cuningham","Carlton",2020,11,"Forward",555,50.45,0.0284,0.0439,4.39,19538,1149.29
"1381","David Cuningham","Carlton",2021,4,"Forward",198,49.5,0.006,0.0332,3.32,32754,1488.82
"1382","David Ellard","Carlton",2014,13,"Forward",776,59.69,0.0233,0.0394,3.94,33333,1515.14
"1383","David Ellard","Carlton",2015,10,"Forward",487,48.7,0.0155,0.0341,3.41,31425,1428.41
"1384","David Hale","Hawthorn",2014,19,"Forward",1224,64.42,0.0335,0.0388,3.88,36544,1661.09
"1385","David Hale","Hawthorn",2015,14,"Forward",847,60.5,0.0226,0.0355,3.55,37469,1703.14
"1386","David Mackay","Adelaide",2014,19,"Mid",1390,73.16,0.0406,0.0471,4.71,34197,1554.41
"1387","David Mackay","Adelaide",2015,18,"Mid",1081,60.06,0.033,0.0403,4.03,32796,1490.73
"1388","David Mackay","Adelaide",2016,17,"Mid",1284,75.53,0.0346,0.0448,4.48,37072,1685.09
"1389","David Mackay","Adelaide",2017,19,"Back",1276,67.16,0.0345,0.04,4,36980,1680.91
"1390","David Mackay","Adelaide",2018,17,"Mid",1090,64.12,0.0306,0.0396,3.96,35579,1617.23
"1391","David Mackay","Adelaide",2019,18,"Back",1179,65.5,0.0327,0.0399,3.99,36093,1640.59
"1392","David Mackay","Adelaide",2020,10,"Back",518,51.8,0.0278,0.0472,4.72,18654,1097.29
"1393","David Mackay","Adelaide",2021,18,"Mid",950,52.78,0.0299,0.0365,3.65,31813,1446.05
"1394","David Mirra","Hawthorn",2018,6,"Back",361,60.17,0.0101,0.0371,3.71,35655,1620.68
"1395","David Mirra","Hawthorn",2019,4,"Back",303,75.75,0.0088,0.0484,4.84,34439,1565.41
"1396","David Mundy","Fremantle",2014,22,"Mid",2106,95.73,0.0608,0.0608,6.08,34640,1574.55
"1397","David Mundy","Fremantle",2015,21,"Mid",2217,105.57,0.063,0.066,6.6,35189,1599.5
"1398","David Mundy","Fremantle",2016,18,"Mid",1605,89.17,0.0469,0.0573,5.73,34256,1557.09
"1399","David Mundy","Fremantle",2017,21,"Mid",1769,84.24,0.0527,0.0552,5.52,33570,1525.91
"1400","David Mundy","Fremantle",2018,22,"Mid",1978,89.91,0.0595,0.0595,5.95,33225,1510.23
"1401","David Mundy","Fremantle",2019,22,"Mid",1772,80.55,0.0527,0.0527,5.27,33617,1528.05
"1402","David Mundy","Fremantle",2020,16,"Mid",1051,65.69,0.0528,0.0561,5.61,19922,1171.88
"1403","David Mundy","Fremantle",2021,22,"Mid",1958,89,0.0613,0.0613,6.13,31927,1451.23
"1404","David Mundy","Fremantle",2022,20,"Mid",1544,77.2,0.0445,0.0489,4.89,34709,1577.68
"1405","David Myers","Essendon",2014,17,"Mid",1381,81.24,0.0376,0.0486,4.86,36739,1669.95
"1406","David Myers","Essendon",2015,2,"Forward",73,36.5,0.0021,0.0231,2.31,34794,1581.55
"1407","David Myers","Essendon",2017,14,"Back",905,64.64,0.0245,0.0385,3.85,36905,1677.5
"1408","David Myers","Essendon",2018,16,"Mid",1250,78.12,0.0351,0.0483,4.83,35606,1618.45
"1409","David Myers","Essendon",2019,7,"Mid",379,54.14,0.0112,0.0353,3.53,33714,1532.45
"1410","David Swallow","Gold Coast",2014,22,"Mid",2064,93.82,0.0646,0.0646,6.46,31961,1452.77
"1411","David Swallow","Gold Coast",2015,6,"Mid",504,84,0.0163,0.0598,5.98,30907,1404.86
"1412","David Swallow","Gold Coast",2017,18,"Mid",1546,85.89,0.0438,0.0535,5.35,35324,1605.64
"1413","David Swallow","Gold Coast",2018,20,"Mid",1693,84.65,0.0532,0.0585,5.85,31845,1447.5
"1414","David Swallow","Gold Coast",2019,22,"Mid",1933,87.86,0.0588,0.0588,5.88,32877,1494.41
"1415","David Swallow","Gold Coast",2020,14,"Mid",998,71.29,0.0519,0.063,6.3,19228,1131.06
"1416","David Swallow","Gold Coast",2021,21,"Mid",1878,89.43,0.0549,0.0576,5.76,34178,1553.55
"1417","David Swallow","Gold Coast",2022,22,"Mid",1782,81,0.0564,0.0564,5.64,31621,1437.32
"1418","David Zaharakis","Essendon",2014,22,"Forward",2116,96.18,0.0576,0.0576,5.76,36739,1669.95
"1419","David Zaharakis","Essendon",2015,16,"Mid",1199,74.94,0.0345,0.0474,4.74,34794,1581.55
"1420","David Zaharakis","Essendon",2016,21,"Mid",1964,93.52,0.0557,0.0583,5.83,35271,1603.23
"1421","David Zaharakis","Essendon",2017,22,"Mid",2193,99.68,0.0594,0.0594,5.94,36905,1677.5
"1422","David Zaharakis","Essendon",2018,17,"Mid",1650,97.06,0.0463,0.06,6,35606,1618.45
"1423","David Zaharakis","Essendon",2019,20,"Mid",1590,79.5,0.0472,0.0519,5.19,33714,1532.45
"1424","David Zaharakis","Essendon",2020,9,"Forward",487,54.11,0.0255,0.0481,4.81,19124,1124.94
"1425","David Zaharakis","Essendon",2021,9,"Mid",342,38,0.0102,0.0249,2.49,33625,1528.41
"1426","Dawson Simpson","Geelong",2014,13,"Ruck",640,49.23,0.0181,0.0306,3.06,35341,1606.41
"1427","Dawson Simpson","Geelong",2015,4,"Ruck",172,43,0.0052,0.0287,2.87,32982,1499.18
"1428","Dawson Simpson","Greater Western Sydney",2017,2,"Ruck",157,78.5,0.0044,0.0484,4.84,35659,1620.86
"1429","Dawson Simpson","Greater Western Sydney",2018,9,"Ruck",605,67.22,0.0174,0.0425,4.25,34798,1581.73
"1430","Dawson Simpson","Greater Western Sydney",2019,9,"Ruck",593,65.89,0.0163,0.0398,3.98,36428,1655.82
"1431","Dayne Beams","Brisbane Lions",2015,16,"Mid",1648,103,0.0501,0.0689,6.89,32897,1495.32
"1432","Dayne Beams","Brisbane Lions",2016,2,"Mid",172,86,0.0055,0.0604,6.04,31324,1423.82
"1433","Dayne Beams","Brisbane Lions",2017,19,"Mid",1987,104.58,0.0582,0.0674,6.74,34151,1552.32
"1434","Dayne Beams","Brisbane Lions",2018,21,"Mid",2222,105.81,0.0641,0.0671,6.71,34686,1576.64
"1435","Dayne Beams","Collingwood",2014,19,"Mid",2044,107.58,0.0611,0.0708,7.08,33450,1520.45
"1436","Dayne Beams","Collingwood",2019,9,"Mid",798,88.67,0.0214,0.0523,5.23,37323,1696.5
"1437","Dayne Zorko","Brisbane Lions",2014,21,"Forward",1846,87.9,0.0572,0.0599,5.99,32278,1467.18
"1438","Dayne Zorko","Brisbane Lions",2015,22,"Mid",1987,90.32,0.0604,0.0604,6.04,32897,1495.32
"1439","Dayne Zorko","Brisbane Lions",2016,20,"Mid",2123,106.15,0.0678,0.0746,7.46,31324,1423.82
"1440","Dayne Zorko","Brisbane Lions",2017,21,"Mid",2400,114.29,0.0703,0.0736,7.36,34151,1552.32
"1441","Dayne Zorko","Brisbane Lions",2018,22,"Mid",2124,96.55,0.0612,0.0612,6.12,34686,1576.64
"1442","Dayne Zorko","Brisbane Lions",2019,22,"Mid",2292,104.18,0.0671,0.0671,6.71,34135,1551.59
"1443","Dayne Zorko","Brisbane Lions",2020,14,"Mid",1128,80.57,0.0562,0.0683,6.83,20068,1180.47
"1444","Dayne Zorko","Brisbane Lions",2021,21,"Mid",2287,108.9,0.0677,0.0709,7.09,33794,1536.09
"1445","Dayne Zorko","Brisbane Lions",2022,19,"Back",1570,82.63,0.0465,0.0539,5.39,33756,1534.36
"1446","Dean Cox","West Coast",2014,17,"Ruck",1463,86.06,0.0422,0.0546,5.46,34684,1576.55
"1447","Dean Kent","Melbourne",2014,13,"Forward",689,53,0.0211,0.0356,3.56,32708,1486.73
"1448","Dean Kent","Melbourne",2015,4,"Forward",151,37.75,0.0047,0.0257,2.57,32285,1467.5
"1449","Dean Kent","Melbourne",2016,20,"Forward",1394,69.7,0.0393,0.0432,4.32,35477,1612.59
"1450","Dean Kent","Melbourne",2017,6,"Forward",419,69.83,0.0115,0.0423,4.23,36289,1649.5
"1451","Dean Kent","Melbourne",2018,5,"Forward",288,57.6,0.0079,0.0349,3.49,36274,1648.82
"1452","Dean Kent","St Kilda",2019,13,"Forward",796,61.23,0.0237,0.0401,4.01,33611,1527.77
"1453","Dean Kent","St Kilda",2020,12,"Forward",552,46,0.0275,0.039,3.9,20045,1179.12
"1454","Dean Kent","St Kilda",2021,7,"Forward",459,65.57,0.0133,0.0418,4.18,34539,1569.95
"1455","Dean Kent","St Kilda",2022,2,NA,50,25,0.0014,0.0157,1.57,34936,1588
"1456","Dean Terlich","Melbourne",2014,15,"Back",926,61.73,0.0283,0.0415,4.15,32708,1486.73
"1457","Dean Towers","Sydney",2014,6,"Forward",251,41.83,0.0071,0.0259,2.59,35597,1618.05
"1458","Dean Towers","Sydney",2015,9,"Forward",396,44,0.0109,0.0266,2.66,36459,1657.23
"1459","Dean Towers","Sydney",2016,13,"Forward",919,70.69,0.0252,0.0426,4.26,36529,1660.41
"1460","Dean Towers","Sydney",2017,17,"Forward",1076,63.29,0.0306,0.0396,3.96,35201,1600.05
"1461","Dean Towers","Sydney",2018,8,"Forward",413,51.62,0.0121,0.0333,3.33,34154,1552.45
"1462","Declan Keilty","Melbourne",2019,2,"Forward",76,38,0.0023,0.025,2.5,33448,1520.36
"1463","Declan Mountford","North Melbourne",2017,12,"Mid",748,62.33,0.0219,0.0401,4.01,34168,1553.09
"1464","Declan Mountford","West Coast",2022,2,NA,69,34.5,0.0022,0.0237,2.37,32091,1458.68
"1465","Dennis Armfield","Carlton",2014,8,"Forward",261,32.62,0.0078,0.0215,2.15,33333,1515.14
"1466","Dennis Armfield","Carlton",2015,12,"Forward",674,56.17,0.0214,0.0393,3.93,31425,1428.41
"1467","Dennis Armfield","Carlton",2016,15,"Mid",958,63.87,0.0281,0.0412,4.12,34113,1550.59
"1468","Dennis Armfield","Carlton",2017,5,"Forward",271,54.2,0.0077,0.0337,3.37,35386,1608.45
"1469","Denver Grainger-Barras","Hawthorn",2021,5,"Back",191,38.2,0.0056,0.0244,2.44,34378,1562.64
"1470","Denver Grainger-Barras","Hawthorn",2022,16,"Back",536,33.5,0.0165,0.0226,2.26,32582,1481
"1471","Derek Eggmolesse-Smith","Richmond",2019,2,NA,116,58,0.0034,0.0376,3.76,33980,1544.55
"1472","Derek Eggmolesse-Smith","Richmond",2020,6,"Back",283,47.17,0.0145,0.0411,4.11,19531,1148.88
